text,text_implied,target,stereotype
['hey black lies matter how does it feel knowing the white man you hate so much is still leading and lying to you ?'],['Black people hate white people.'],['black people'],[]
"['"" most of these  """" nazis """" """" don\'t appear to be white . antifa is whiter than they are ! """"""']",['It focuses negative aspect of a group.'],['Nazis'],[]
"['"" most of these  """" nazis """" """" don\'t appear to be white . antifa is whiter than they are ! """"""']",['Antifa is white people.'],['Antifa'],[]
['nope blacks are the white races misfortune . blacks and shills that hate white labor like you .'],['Black people are a burden'],['Black people'],[]
['nope blacks are the white races misfortune . blacks and shills that hate white labor like you .'],"[""Black people don't like white people.""]",['black people'],[]
['211000 invaders arrive in germany in 2016'],['Immigrants have overrun Germany.'],['Immigrants'],[]
['white civilization is in decline . #wakeup #whitepeople'],['Minorities are taking over.'],['Minorities'],[]
['white civilization is in decline . #wakeup #whitepeople'],['non-white people are a threat'],['non-white people'],[]
['you are such a bigot defending jihadists who want to kill us . that is sad .'],['Jihadists wants to kill Non-muslims'],['Jihadists'],[]
['you are such a bigot defending jihadists who want to kill us . that is sad .'],['Muslims are murderers.'],['Muslims'],[]
['love you the bearer of aryan race ! ! see what is going on !'],['non-white people are inferior'],['non-white people'],[]
['love you the bearer of aryan race ! ! see what is going on !'],['Minorities are inferior.'],['Minorities'],[]
['people should move to more diverse continents like africa ( 98 % black ) . they are so much better with human rights !'],['Whites are inferior to blacks'],['Whites'],[]
['this is not a white nation . you are in the wrong country .'],"[""White people shouldn't be in this country.""]",['white people'],[]
['this is not a white nation . you are in the wrong country .'],"[""Minorities don't include whites.""]",['Minorities'],[]
['send them all home give us our jobs back'],['Immigrants steal jobs.'],['Immigrants'],[]
['send them all home give us our jobs back'],['Immigrants are taking jobs.'],['immigrants'],[]
"['""  """" you need a bombed out white civilization for black run america to work . """" """" """"""']",['blacks want to destroy whites'],['blacks'],[]
"['""  """" you need a bombed out white civilization for black run america to work . """" """" """"""']","[""Blacks can't self-govern""]",['Blacks'],[]
['you jihad enablers are so filled with hate  it oozes out of your every utterance .'],['Muslims are in support of jihad'],['Muslims'],[]
['you jihad enablers are so filled with hate  it oozes out of your every utterance .'],['Muslims want to wage war on the world.'],['Muslims'],[]
['the flag of the northwest american republic  the coming white homeland and ethnostate .'],['Minorities are substandard races'],['Minorities'],[]
['the flag of the northwest american republic  the coming white homeland and ethnostate .'],['non-white people are inferior'],['non-white people'],[]
[': racist black thugs shoot white baby in the face for the fun of it'],['Blacks are hoodlums'],['Blacks'],[]
[': racist black thugs shoot white baby in the face for the fun of it'],['Black people are racist thugs.'],['black people'],[]
"['"" calls a  """" white nationalist """" """" group ; says they are """" """" white supremacist . """" """" """"""']","[""White people think they're better than other races""]",['White people'],[]
"['"" calls a  """" white nationalist """" """" group ; says they are """" """" white supremacist . """" """" """"""']",['Conservative whites believe they are superior'],['Conservative whites'],[]
['5 . you live in the usa  indigenous to non white people preaching white supremacy whilst act'],['Whites are labled White supremacists'],['Whites'],[]
['the end of a myth : most new serial killers in america are not white males | read more : via'],['Minorities perpetrate most killings.'],['Minorities'],[]
['the end of a myth : most new serial killers in america are not white males | read more : via'],['White males are serial killers.'],['white males'],[]
[': are you a national-socialist / white nationalist ? are you in this struggle for fun or do you want to win ? new anp report : ...'],['Minorities are in a battle against whites'],['Minorities'],[]
"[""i know it's not working out and i know we need to push back . people came here for econ reasons  they can leave for econ reasons . they get""]",['Immigrants ruin society'],['Immigrants'],[]
['white genocide accelerates in new zealand va #waronwhites'],['White people are dying out in New Zealand.'],['white people'],[]
['white genocide accelerates in new zealand va #waronwhites'],['Minorities are out to get whites'],['Minorities'],[]
['it seems people are willing to sell the future of western children for a momentary feeling of misguided moral superiority .'],['Progressive westerners are sanctimonious.'],['Progressive westerners'],[]
"[""it's just that the white man is indoctrinated to deny his own national and racial identity .""]",['Minorities teach whites to be ashamed.'],['Minorities'],[]
"[""it's just that the white man is indoctrinated to deny his own national and racial identity .""]",['Whites are encouraged to deny their own heritage'],['Whites'],[]
['all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash'],['White men are Nazis.'],['white men'],[]
['all successful white men are nazis unless they push an anti white agenda . might as well embrace the fash'],['Whites hate their own race.'],['Whites'],[]
"['"" rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  """" holy """" """" life ? """"""']",['Muslims are killers.'],['Muslims'],[]
"['"" rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  """" holy """" """" life ? """"""']",['Islamic religious leaders sanction violence.'],['Islamic religious leaders'],[]
"['"" and his black minions are still answering to da  """" white man """" """" talcum x ! """"""']",['Minorities demean themselves to whites.'],['Minorities'],[]
"['"" and his black minions are still answering to da  """" white man """" """" talcum x ! """"""']",['White people rule over blacks.'],['white people'],[]
['i see that all the time  too . i think the mixed race baby figures are underestimated . white women have gone nuts for this path to single motherhood .'],['Biracials are abnormal.'],['Biracials'],[]
['i see that all the time  too . i think the mixed race baby figures are underestimated . white women have gone nuts for this path to single motherhood .'],['mixed race people are undesirable'],['mixed race people'],[]
['pl . do not listen to your american advisors born in india but now agents of jews like governor and others'],['Jews are conspirators'],['Jews'],[]
['pl . do not listen to your american advisors born in india but now agents of jews like governor and others'],['Jews are manipulative.'],['Jews'],[]
['when a white person tells the truth that black people are the cause of there own pro'],['Minorities are hypocritical'],['Minorities'],[]
['when a white person tells the truth that black people are the cause of there own pro'],['Black people cause trouble.'],['black people'],[]
['i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .'],['Journalists hate whites'],['Journalists'],[]
['i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .'],['Media members are manipulative.'],['Media members'],[]
['in chicago  there are billboards and benches in spanish  letting illegals know they have a right to not talk to immigration'],['Illegal immigrants are protected in America'],['Illegal immigrants'],[]
['in chicago  there are billboards and benches in spanish  letting illegals know they have a right to not talk to immigration'],['Illegals are devious'],['Illegals'],[]
['race mixing is the death of the white race .'],['non-white people dilute the gene pool'],['non-white people'],[]
['race mixing is the death of the white race .'],['White people are superior.'],['White people'],[]
['a black guy paints the symbol of white supremacy if he was white ? ? ( jail )'],['Black people are coddled'],['Black people'],[]
['a black guy paints the symbol of white supremacy if he was white ? ? ( jail )'],['Blacks get special privileges.'],['Blacks'],[]
"[""ugh ... always trying to say they're equal to whites . couldn't be further from the truth .""]",['Minorities are inferior'],['Minorities'],[]
"[""ugh ... always trying to say they're equal to whites . couldn't be further from the truth .""]",['White people are superior to others.'],['white people'],[]
['white privilege 101 : salon is there any truth to the argument that jews are hostile to white people ?'],['Jews hate white people'],['Jews'],[]
['white privilege 101 : salon is there any truth to the argument that jews are hostile to white people ?'],['Jews hate white people.'],['Jews'],[]
"['"" wha whattt ? so they are saying   """" us  and our white allies  support black people killing each other and committing violence against whoever """" """" """"""']",['black people are violent.'],['black people'],[]
"['"" wha whattt ? so they are saying   """" us  and our white allies  support black people killing each other and committing violence against whoever """" """" """"""']",['Minorities are devious liars'],['Minorities'],[]
['real quotes from anti-white globalist jew'],['Jews oppose whites.'],['Jews'],[]
['real quotes from anti-white globalist jew'],['Jews hate white people.'],['Jews'],[]
['white genocide as business : starbucks promoting race mixing for white women ( video ) via rt rt rt rt'],['Corporate leaders advocate death of the white race'],['Corporate leaders'],[]
['white genocide as business : starbucks promoting race mixing for white women ( video ) via rt rt rt rt'],['non-white people dilute the gene pool'],['non-white people'],[]
"['""  """" white supremacist site """" """" lmao ! i guess advocating for the interests of your own tribe / people constitutes """" """" supremacy """" """" . """"""']",['Whites believe they are superior.'],['Whites'],[]
"['""  """" white supremacist site """" """" lmao ! i guess advocating for the interests of your own tribe / people constitutes """" """" supremacy """" """" . """"""']",['non-white people are a threat'],['non-white people'],[]
['switzerland : africans kill elderly white man then start screaming about racism #swrm via'],['Africans kill white people.'],['Africans'],[]
['switzerland : africans kill elderly white man then start screaming about racism #swrm via'],['Black Africans are dangerous murderers'],['Black Africans'],[]
['i think your position is clear  so-called fair is more like isolationist bordering on white superiority'],['white people are superior to other races'],['white people'],[]
['i think your position is clear  so-called fair is more like isolationist bordering on white superiority'],['White people are superior.'],['white people'],[]
['protect us from heterosexual white men .'],['Heterosexual white men are use others for their own purposes'],['Heterosexual white men'],[]
['protect us from heterosexual white men .'],['heterosexual white men are evil.'],['heterosexual white men'],[]
"['"" how #jews feel about #whitepeople -  """" the white race is the cancer of human history . """" """" - jewess susan sontag #hate #israel #racism """"""']",['Jews hate white people'],['Jews'],[]
"['"" how #jews feel about #whitepeople -  """" the white race is the cancer of human history . """" """" - jewess susan sontag #hate #israel #racism """"""']",['Jews hate white people.'],['Jews'],[]
['build the wall . deport them all . dont let them take away our machine guns . 2nd amendment'],['Immigrants should be banned and deported from the US'],['Immigrants'],[]
['build the wall . deport them all . dont let them take away our machine guns . 2nd amendment'],['Illegal immigrants lessen the country.'],['Illegal immigrants'],[]
['weak white people have nearly destroyed us . no other race is so self-hating .'],['Whites are feeble and inadequate.'],['Whites'],[]
['weak white people have nearly destroyed us . no other race is so self-hating .'],['White people hate themselves.'],['white people'],[]
['i think bet needs more programming with white cast members . bet must be racist al sharpton !'],['Blacks are hypocrites'],['Blacks'],[]
['i think bet needs more programming with white cast members . bet must be racist al sharpton !'],['blacks are racist'],['blacks'],[]
[': whites tend to wait until the eleventh hour  when its time to circle the wagons the'],['non-white people are enemies'],['non-white people'],[]
['another study finds races naturally separate #swrm we hate other races in our white countries ! via'],['Immigrants are unnatural'],['Immigrants'],[]
['another study finds races naturally separate #swrm we hate other races in our white countries ! via'],['Minorities are subpar races'],['Minorities'],[]
"[""according to the #white house  june is lgbt pride month . i'm a white southern christian . can i be proud of that ?""]",['LGBT individuals draw attention to themselves'],['LGBT community'],[]
"[""according to the #white house  june is lgbt pride month . i'm a white southern christian . can i be proud of that ?""]",['Gays are hypocrites'],['Gays'],[]
['the 1790 naturalization act explicitly stated that america was only for white'],['White people have laws made for them.'],['white people'],[]
['the 1790 naturalization act explicitly stated that america was only for white'],['non-white people are inferior'],['non-white people'],[]
['diversity is only imposed on white nations . diversity : slowly and legally eliminating white people .'],['Progressives are pushing out whites'],['Progressives'],[]
['diversity is only imposed on white nations . diversity : slowly and legally eliminating white people .'],['White people are in danger.'],['white people'],[]
['the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .'],['White liberals are racist.'],['white liberals'],[]
['the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .'],['Illegals feed off the government'],['Illegals'],[]
"[""no  that's always been the term #etymology rt : nope  but ' racist ' is the new n word for white people .""]",['White people are racist.'],['white people'],[]
"[""no  that's always been the term #etymology rt : nope  but ' racist ' is the new n word for white people .""]",['non-white people are threatening'],['non-white people'],[]
['back in 2012  i will never forget how obama went down the list appealing to non-whites on racial grounds'],['Blacks are bigoted towards whites.'],['Blacks'],[]
['haha . i went to college less than 20 miles from tuskegee . the blacks there ate incapable of sustaining a walmart'],['Blacks are incompetent'],['Blacks'],[]
['haha . i went to college less than 20 miles from tuskegee . the blacks there ate incapable of sustaining a walmart'],"[""Black people can't do anything.""]",['black people'],[]
"[""thank you - i didn't know that part of the story . likely if most immigrants were coming from ireland / poland there wouldn't be such craziness""]",['Irish and Polish immigrants are better than other immigrants.'],['Irish and Polish immigrants'],[]
"[""thank you - i didn't know that part of the story . likely if most immigrants were coming from ireland / poland there wouldn't be such craziness""]",['Colored immigrants are less than white immigrants.'],['Colored immigrants'],[]
"['""  """" i\'m tired of hearing about optics . lots of larping nazis on cnn and msnbc are what we need for our cause . """" """" """"""']",['Minorities are inferior'],['Minorities'],[]
['so twitter is anti-white . good to know'],['Twitter hates white people.'],['Twitter'],[]
['so twitter is anti-white . good to know'],['Progressives hate whites'],['Progressives'],[]
['rip white race ? europe may well be on its last legs  germany may become banana republic without'],['White people are dying.'],['white people'],[]
['rip white race ? europe may well be on its last legs  germany may become banana republic without'],['Immigrants are inferior'],['Immigrants'],[]
['i asked a simple question . black conservative church going families do not hate whites or they are attending the wrong church . you just spew division and hate ! feel sorry for you ! clueless !'],['blacks hate whites'],['blacks'],[]
['i asked a simple question . black conservative church going families do not hate whites or they are attending the wrong church . you just spew division and hate ! feel sorry for you ! clueless !'],['Black families who do not go to church hate whites.'],['black conservatives'],[]
['jewish harvard professor noel ignatiev wants to abolish the white race via'],['Jews hate white people.'],['Jews'],[]
['jewish harvard professor noel ignatiev wants to abolish the white race via'],['Jews look to the destruction of whites.'],['Jews'],[]
"[""auschwitz didn't have a cinema and swimming pool for its prisoners ! #kkk #bbc3 #auschwitz #stopracism #alllivesmatter""]",['Germans are vicious and cruel'],['Germans'],[]
"[""auschwitz didn't have a cinema and swimming pool for its prisoners ! #kkk #bbc3 #auschwitz #stopracism #alllivesmatter""]",['Whites are discriminated against'],['whites'],[]
"[""don't be silly . if i wanted black people to die  i wouldn't support disarming them . stop the violence #nra""]",['Blacks are violent.'],['Blacks'],[]
"[""don't be silly . if i wanted black people to die  i wouldn't support disarming them . stop the violence #nra""]",['Black people kill each other.'],['black people'],[]
['cousyness factor 1488  makeeuropegreatagain  preserve white volk ! #svpol #vpol #migpol #makeeuropegreatagain #eupol'],['Minorities are taking over.'],['Minorities'],[]
[': jews call for white countries to allow all palestinians to move there | more :'],['Jews are prejudiced'],['Jews'],[]
['wake up real white people . italians are not white . they are half black .'],['Italians are not white'],['Italians'],[]
['wake up real white people . italians are not white . they are half black .'],['Italians are not white.'],['Italians'],[]
['its okay to be white .'],['Minorities shame whites'],['Minorities'],[]
['is dividing our country . what were small groups of hate ( kkk / neonazis  etc . ) now have droves of crazies flocking to them . well done dnc'],['Supremacists are loony'],['Supremacists'],[]
"[""can i join if i'm black but on the inside white ?""]",['Blacks are subpar compared to whites'],['Blacks'],[]
"[""can i join if i'm black but on the inside white ?""]",['Blacks feel white inside'],['Blacks'],[]
['( ... but keep the pipeline open for white people ... shhhhh )'],['Minorities are second class.'],['Minorities'],[]
['minorities as minions for white liberals via'],['People of color are easily manipulated'],['People of color'],[]
['no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .'],['Antifa hates white people.'],['antifa'],[]
['no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .'],['Liberals are aggressive and violent.'],['Liberals'],[]
"[""cuck erickson : that's racist ! you're all racists !""]",['Male conservatives are prejudiced.'],['Male conservatives'],[]
"['"" forming white interest groups and advocating for our own communities is not  """" racist . """" """" white identity politics is the future . """"""']",['Minorities blame whites'],['Minorities'],[]
"['"" forming white interest groups and advocating for our own communities is not  """" racist . """" """" white identity politics is the future . """"""']",['White people are the future.'],['white people'],[]
"[""see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots""]",['Muslims get special treatment.'],['Muslims'],[]
"[""see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots""]",['white people are racists.'],['white people'],[]
['you go guys  white power'],['White people are powerful.'],['white people'],[]
['you go guys  white power'],['Minorities are less than whites'],['Minorities'],[]
"['"" how do  """" they """" """" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """"""']","[""Jews don't like white people.""]",['Jews'],[]
"['"" how do  """" they """" """" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """"""']",['Jews loathe whites.'],['Jews'],[]
[': uk : 2007 video on muslim rape gangs not used amid fears of appearing racist'],['Muslims are rapists.'],['Muslims'],[]
[': uk : 2007 video on muslim rape gangs not used amid fears of appearing racist'],['Muslims are rapists.'],['Muslims'],[]
"['"" white racialists rally in edmonton  alberta and london  ontario as a commemoration of  """" white pride worldwide day """" """" """"""']",['non-white people are not valuable'],['non-white people'],[]
"['"" white racialists rally in edmonton  alberta and london  ontario as a commemoration of  """" white pride worldwide day """" """" """"""']",['White people are superior to all others'],['White people'],[]
['. op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .'],['Islamic people are unconstitutional.'],['Islamic people'],[]
['. op ed : islamic doctrine of shariah is anti-constitutional . your future potus should agree .'],['Muslims are hateful'],['Muslims'],[]
"[""hope you're not white . cause that would make you a race traitor .""]",['Minorities are inferior races.'],['Minorities'],[]
['white british : minority within 50 years #swrm #white #whitegenocide #uk via'],['White people are becoming the minority.'],['white people'],[]
['white british : minority within 50 years #swrm #white #whitegenocide #uk via'],['Immigrants want to replace natives'],['Immigrants'],[]
"[""none ! semites aren't white .""]",['Semites are not white'],['Semites'],[]
"[""none ! semites aren't white .""]",['Jews are lower than whites.'],['Jews'],[]
"[""it's amazing how whites advocating for their own people offends others so much . they can't help but reveal their anti-white racism when confronted with the fact that the white race has the right to exist .""]",['Whites are offensive to other people.'],['whites'],[]
"[""it's amazing how whites advocating for their own people offends others so much . they can't help but reveal their anti-white racism when confronted with the fact that the white race has the right to exist .""]",['Minorities are prejudiced'],['Minorities'],[]
"['"" also  his notion that a white nation would  """" be at each other\'s throats """" """" is possibly true but irrelevant . white nations have been successful """"""']",['White people fight.'],['white people'],[]
"['"" also  his notion that a white nation would  """" be at each other\'s throats """" """" is possibly true but irrelevant . white nations have been successful """"""']",['Whites have no loyalty'],['Whites'],[]
['do muslims believe sharia law supersedes the constitution ?'],['Muslims want to impose religious rule'],['Muslims'],[]
['do muslims believe sharia law supersedes the constitution ?'],"[""Muslims don't believe in the constitution.""]",['Muslims'],[]
['so you like black guys and your white'],['Black people are undesirable'],['Black people'],[]
['so you like black guys and your white'],['Blacks are less than whites.'],['Blacks'],[]
"[""look at this  some angry black person . you were right they're all violent .""]",['black people are angry and violent'],['black people'],[]
"[""look at this  some angry black person . you were right they're all violent .""]",['Black people are violent.'],['black people'],[]
['report : illegals eligible for $ 1.3 trillion in retirement benefits ? ! via #noamnesty #immigration'],"[""Illegal people shouldn't get benefits.""]",['Illegal people'],[]
['report : illegals eligible for $ 1.3 trillion in retirement benefits ? ! via #noamnesty #immigration'],['Immigrants are a burden'],['Immigrants'],[]
['jihad : story of white slavery'],['Muslims think white people are slaves.'],['Muslims'],[]
['jihad : story of white slavery'],['Muslims enslave whites'],['Muslims'],[]
['a future for white kids .'],['Minorities are lower than whites'],['Minorities'],[]
['a future for white kids .'],['White kids should have a future.'],['white kids'],[]
"['"" rt that would include black-white  latino-white  native american-white  """" supremacist """" """" etc  the dems argument is losing power . bc we r winning #maga """"""']",['Democrats are weak'],['Democrats'],[]
['would you like fries with your mass amnesty and depressed wages ? mt :'],['Immigrants depress American wages'],['Immigrant'],[]
['rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race'],['Minorities blame whites as a race.'],['Minorities'],[]
['rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race'],['White people are taught to oppress other races.'],['white people'],[]
['if you have sufficient information on their family heritage  one could make predictions about individuals  since all traits are heritable .'],['Sickness or certain illness among minorities can be prevented by fixing their gene.'],['minorities'],[]
['white people offer more then complaints  rapes and gang shootings .'],['Minorities are violent'],['Minorities'],[]
['white people offer more then complaints  rapes and gang shootings .'],['Black people are violent rapists'],['Black people'],[]
['obama would rather call christians bigots and cops racist before he calls muslims terrorists !'],['Muslims are terrorists'],['Muslims'],[]
['obama would rather call christians bigots and cops racist before he calls muslims terrorists !'],['Muslims are racists.'],['Muslims'],[]
['thats y races should stay w / own origin however some pl will say ura racist  look at chinese folks 4 ex'],['Chinese are racists'],['Chinese'],[]
['what does she mean ? she is white . they hate white ppl . they hate themselves . why would you reproduce mo'],['Whites are self-hating'],['Whites'],[]
['what does she mean ? she is white . they hate white ppl . they hate themselves . why would you reproduce mo'],['Non-whites hate white people.'],['non-whites'],[]
['you stand for cultural decay  degeneracy  and anti white movements .'],['Blacks cause the decay of American culture'],['black folks'],[]
['you stand for cultural decay  degeneracy  and anti white movements .'],['non-white people are degenerate'],['non-white people'],[]
"[""hi robert  could you explain why obama is threatened and mocked by isis  even though he seems to be ' one of them ' ?""]",['Isis terrorizes everyone.'],['Isis'],[]
"[""hi robert  could you explain why obama is threatened and mocked by isis  even though he seems to be ' one of them ' ?""]",['Blacks are terrorists'],['Blacks'],[]
['only solution = white revolution'],['White people need to revolt to take back the country'],['white people'],[]
['only solution = white revolution'],['Minorities are subpar races'],['Minorities'],[]
"[""he wasn't black  he was ( ( ( a fellow white person ) ) )""]",['Blacks are subpar human beings'],['Blacks'],[]
['reality is worse than this picture . at least the couple are white here . liberal media and le'],['Liberals are white.'],['liberals'],[]
['reality is worse than this picture . at least the couple are white here . liberal media and le'],['Minorities are the lesser races.'],['Minorities'],[]
['the psyche is fairly simple . white people deserve to be proud of their heritage and their own nations .'],['whites are racist'],['whites'],[]
['the psyche is fairly simple . white people deserve to be proud of their heritage and their own nations .'],['White people are more important than people of color.'],['people of color'],[]
['america is white america . there is no america without whites dominant .'],['America belongs to white people'],['White people'],[]
['america is white america . there is no america without whites dominant .'],"['White people make America,']",['white people'],[]
['the white europeans r righteously angry . vote #trump2016 cause white anger here will b more devastating than imaginable .'],['Minorities take advantages.'],['Minorities'],[]
['the white europeans r righteously angry . vote #trump2016 cause white anger here will b more devastating than imaginable .'],['White people are angry.'],['White people'],[]
"[""that's because is a terrorist like antifa . she's is senile and a failure . stealing tax money .""]",['Leftists are thieves'],['Leftists'],[]
"[""that's because is a terrorist like antifa . she's is senile and a failure . stealing tax money .""]",['Antifa are terrorists.'],['Antifa'],[]
['fuhrer is our saviour ; all idiot liberals must note .'],['Liberals are stupid.'],['Liberals'],[]
['fuhrer is our saviour ; all idiot liberals must note .'],['Liberals are dumb'],['Liberals'],[]
['anti-white racism has reached critical mass in america ( video ) via'],['non-white people are racist'],['non-white people'],[]
['anti-white racism has reached critical mass in america ( video ) via'],['Non-whites are racist.'],['non-whites'],[]
"['""  """" : kkk alive and well white brother hood unite ku klux klan """" """" hey do u recruit kindergartners """"""']",['White people are racist.'],['white people'],[]
"['""  """" : kkk alive and well white brother hood unite ku klux klan """" """" hey do u recruit kindergartners """"""']",['Whites are stupid'],['Whites'],[]
['#israel # : israel : muslim fakes hate attack by extremist jews what about the real ones who kill babies ?'],['jewish people murder children'],['jewish people'],[]
['#israel # : israel : muslim fakes hate attack by extremist jews what about the real ones who kill babies ?'],['Muslims hate Jews.'],['Muslims'],[]
['a reminder of what black people think about you  white man'],['Black people are racist'],['Black people'],[]
['you mean  like ... white people ? because the us was native american land before it was stolen .'],['White people steal from native Americans'],['White people'],[]
['you mean  like ... white people ? because the us was native american land before it was stolen .'],['White people stole the US from American Indians'],['White people'],[]
"[""doesn't having white friends usually clear blacks of hate crime charges ?""]",['Blacks are hypocrites.'],['Blacks'],[]
"['"" dont celebrate yet.they like to call some of the brown population white.our jails here are full of  """" white """" """" illegals from south of the border """"""']",['Brown people are in jail.'],['brown people'],[]
"['"" dont celebrate yet.they like to call some of the brown population white.our jails here are full of  """" white """" """" illegals from south of the border """"""']",['Illegal immigrants are criminals'],['Illegal immigrants'],[]
"[""if you're white and you adopt non whites  you're a race traitor whether you realize it or not .""]",['White people who adopt other races are traitors.'],['white people who adopt other races'],[]
"[""if you're white and you adopt non whites  you're a race traitor whether you realize it or not .""]",['non-white people are enemies'],['non-white people'],[]
['you sound like a white supremacist to me'],['White people think they are better than other races.'],['white people'],[]
['you sound like a white supremacist to me'],['Whites believe themselves superior'],['Whites'],[]
['as it was intended .. #whitegenocide #kalergi'],['Minorities want to tear down the white race'],['Minorities'],[]
['as it was intended .. #whitegenocide #kalergi'],['White people are dying out.'],['white people'],[]
"[""if she dropped him like that ? no . but a dude hitting a woman is objectively less ok than reverse . we're physically much stronger on average .""]",['hitting and violence against women'],['women'],[]
"[""if she dropped him like that ? no . but a dude hitting a woman is objectively less ok than reverse . we're physically much stronger on average .""]",['Men are stronger than women.'],['men'],[]
['most of us tolerate the altlite as long as they dont call us nazis like mitchell . milo defending pedo = indefensible'],['whites are labled nazis'],['whites'],[]
['most of us tolerate the altlite as long as they dont call us nazis like mitchell . milo defending pedo = indefensible'],['Republicans are nazis and pedophile defenders'],['Republicans'],[]
['he needs more food  and white women'],['non-white women are inferior'],['non-white women'],[]
"['"" estonian pm :  """" i don\'t want blacks in estonia ; this is a white country """" """" via """"""']",['White people belong in Estonia.'],['white people'],[]
"['"" estonian pm :  """" i don\'t want blacks in estonia ; this is a white country """" """" via """"""']",['Black people are undesirable'],['Black people'],[]
['there is no prohibition to kill infidels in the quran  but many commands to kill .'],['Muslims promote murder'],['Muslims'],[]
['there is no prohibition to kill infidels in the quran  but many commands to kill .'],['Muslims are killers.'],['Muslims'],[]
['sam francis observed the emergence of an american people of the white race ( mars ) .'],['Minorities are subpar compared to whites'],['Minorities'],[]
"[""so islamic terror is not a race & yet i'm a racist ? you're deeply confused .""]",['Islamic people are terrorists.'],['Islamic people'],[]
"[""so islamic terror is not a race & yet i'm a racist ? you're deeply confused .""]",['Muslims are terrorists.'],['Muslims'],[]
['white pride worldwide t-shirt #swrm via'],['White people are proud of themselves.'],['white people'],[]
['white pride worldwide t-shirt #swrm via'],['Minorities are subpar races of people.'],['Minorities'],[]
"['"" rt tommy robinson speaks about the jihad against europeans which is largely ignored by  """" moderate """" """" muslims . #normandy """"""']",['Muslims are cowards'],['Muslims'],[]
"['"" rt tommy robinson speaks about the jihad against europeans which is largely ignored by  """" moderate """" """" muslims . #normandy """"""']",['Muslims hate Europeans'],['Muslims'],[]
['jewish journalist alanna schubach wants to bring multiculturalism to the noble japanese  ending millennia of tradition and homogeneity .'],['Jews want to destroy Japanese culture'],['Jews'],[]
[': the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration'],['Immigrants are inferior'],['Immigrants'],[]
[': the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration'],['Immigrants are substandard'],['Immigrants'],[]
['pro-antifa = anti white : a new meme .'],"[""Antifa don't like white people.""]",['antifa'],[]
['pro-antifa = anti white : a new meme .'],['Liberals are bigots'],['Liberals'],[]
"[""to me  it comes from other whites . whites with funny accents  that aren't from around here . rather than from poc .""]",['White people talk funny.'],['white people'],[]
"[""to me  it comes from other whites . whites with funny accents  that aren't from around here . rather than from poc .""]",['White Immigrants are low class'],['White Immigrants'],[]
['most muslim terrorists are white  what are they talking abt ?'],['Muslims commit terrorism in the name of their religion.'],['Muslims'],[]
['most muslim terrorists are white  what are they talking abt ?'],['Muslim Terrorists are of white race'],['Muslims Terrorists'],[]
"[""germany : non-white in one generation via #whitegenocide isn't real & just about race mixing ...""]",['White people are dying out.'],['white people'],[]
"[""germany : non-white in one generation via #whitegenocide isn't real & just about race mixing ...""]",['Minorities are subpar human beings'],['Minorities'],[]
['it took a gay conservative for the media to finally expose the pedophilia problem in the gay community'],"[""Media doesn't believe in pedophilia.""]",['media'],[]
['it took a gay conservative for the media to finally expose the pedophilia problem in the gay community'],['Gays are child molesters'],['Gays'],[]
['i love being white via'],['White people are good.'],['white people'],[]
['i love being white via'],['Minorities are less than whites.'],['Minorities'],[]
"[""why are you offended by white people taking pride in their heritage ? i hope you're not an #antiwhite ...""]",['anti-white sentiment'],['whites'],[]
"[""why are you offended by white people taking pride in their heritage ? i hope you're not an #antiwhite ...""]","[""White people shouldn't be proud of their heritage.""]",['white people'],[]
"['"" you\'re right  hes a  """" disgruntled employee """" """" because hes black . if he was white it would be a """" """" white supremacist goes on racist rampage """" """" """"""']",['blacks receive special considerations'],['blacks'],[]
"['"" you\'re right  hes a  """" disgruntled employee """" """" because hes black . if he was white it would be a """" """" white supremacist goes on racist rampage """" """" """"""']",['Black people are coddled'],['Black people'],[]
['see the #hypocrisy ? see our last tweet ! jews keep non-jews out of #israel but push for non-whites to flood gentile lands .'],['Jews are hypocrites'],['Jews'],[]
['see the #hypocrisy ? see our last tweet ! jews keep non-jews out of #israel but push for non-whites to flood gentile lands .'],['Jews are hypocrits.'],['Jews'],[]
