id,text,text_implied,target,stereotype,lingua,dataset_name
7410,: zuckerberg's dream : the jewish ruled anti-white racist social network .,['Jewish people are racist against whites'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7411,because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,['Minorities promote white guilt'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7412,because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,['Non-white people hate whites.'],['Non-white people'],[],en,implicit_hate_v1_stg3_posts
7413,ohio : machete-wielding muslim injures multiple patrons at restaurant owned by pro-israel arab christian,['Muslims are violent.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7414,ohio : machete-wielding muslim injures multiple patrons at restaurant owned by pro-israel arab christian,['Muslims are violent killers'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7415,uk school downgraded for being overly white . this must stop ! ! ! via,['Minorities falsely condemn whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7416,uk school downgraded for being overly white . this must stop ! ! ! via,"[""White people can't have their culture in school.""]",['white people'],[],en,implicit_hate_v1_stg3_posts
7417,lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,['Blacks look for handouts'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7418,lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,['White people think they are better than others.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7419,white genocide accelerates in france : at least 1 in 3 newborns are non-white #stoptheinvasion via,['White people are dying in France.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7420,white genocide accelerates in france : at least 1 in 3 newborns are non-white #stoptheinvasion via,['Minorities want to wipe out the white race'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7421,no sanctuary cities ( period ) !,"[""Immigrants shouldn't be allowed in the country.""]",['immigrants'],[],en,implicit_hate_v1_stg3_posts
7422,no sanctuary cities ( period ) !,['Immigrants are low grade people'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7423,yes  jihadi . wager of war . that's what he was .,['Muslims want war.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7424,yes  jihadi . wager of war . that's what he was .,['Muslims are warmongers'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7425,you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers,['Immigrants are lazy.'],['immigrants'],[],en,implicit_hate_v1_stg3_posts
7426,you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers,['Immigrants are lazy'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7427,pl . stop global jihad  save humanity,['Muslims are bad for humanity.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7428,pl . stop global jihad  save humanity,['Muslims want to rule the world'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7429,pl . don't be guided by ifs lobby ; take punitive action against switzerland for not sending back black money,['Blacks are subpar human beings'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7430,i generally like the populists . #altright is getting too broad with the nihilism  abortion  eugenics  anti-christianity  etc,['alt-right are too extreme'],['alt-right'],[],en,implicit_hate_v1_stg3_posts
7431,education ? you mean anti white propaganda ?,['Progressives are opposed to whites'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
7432,white births a us majority again via,['More white people are being born.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7433,white births a us majority again via,['Minorities are less than whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7434,makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,['Minorities manipulate whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7435,makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,['White people need to wake up.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7436,: they want to call you bigoted  racist  prejudiced  or anti muslim to control you .,['White people are being targeted with hate speech in order to make them think in an anti-white way'],['White people'],[],en,implicit_hate_v1_stg3_posts
7437,race baiting isn't a thing . and you're standing with a trump a known white supremacist . you're complicit in the oppression of black ppl,['Black people are oppressed.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7438,race baiting isn't a thing . and you're standing with a trump a known white supremacist . you're complicit in the oppression of black ppl,['Whites keep blacks down.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7439,but you keep the jew as whites to help bolster your per capita numbers ... not once have you complained about jews being listed white,['Whites are dishonest.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7440,but you keep the jew as whites to help bolster your per capita numbers ... not once have you complained about jews being listed white,['Jews pass as white.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7441,muslims always feel provoked and offended ... that's why islam has to be banned from democracies .,['Muslims are sensitive.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7442,muslims always feel provoked and offended ... that's why islam has to be banned from democracies .,['Muslims are sensitive'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7443,they probably think the religion was hijacked by radicals and not by the moderates :-) but it's a good start ..,['Muslims are ignorant'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7444,they probably think the religion was hijacked by radicals and not by the moderates :-) but it's a good start ..,['Muslims are easily deceived'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7445,wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd,['Felons are bigoted and prejudiced.'],['Felons'],[],en,implicit_hate_v1_stg3_posts
7446,wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd,['white separatists killing'],['white separatists'],[],en,implicit_hate_v1_stg3_posts
7447,even if it's not a racial construct ( which it is ) ' whiteness ' has an ethno-political significance  by virtue of your trying to eliminate it .,['Minorities want to destroy white history.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7448,golden dawn announces imia march 2013 : every white nationalist is invited via,['non-white people are inferior'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
7449,golden dawn announces imia march 2013 : every white nationalist is invited via,['Minorities are substandard races.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7450,""" it is a needed break from variations of  """" i'm white """" """" which is nauseating and everywhere . """"""",['White people are too comfortable voicing how proud they are of being white'],['White people'],[],en,implicit_hate_v1_stg3_posts
7451,: highest probable suspect i'd say is another deranged white bernie bro / communist . another killer b,['White liberals are criminals and crazy'],['White liberals'],[],en,implicit_hate_v1_stg3_posts
7452,: highest probable suspect i'd say is another deranged white bernie bro / communist . another killer b,['white progressives are crazy'],['white progressives'],[],en,implicit_hate_v1_stg3_posts
7453,i agree with everything . black people are more racist than white people . sorry but is the truth .. thank you for your truth .,['Black people are racists.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7454,i agree with everything . black people are more racist than white people . sorry but is the truth .. thank you for your truth .,['Blacks are bigots'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7455,your saying they are getting radicalized here so we should stop vetting people that are already radicalized and let them into the country . typical liberal logic,['Liberals are stupid'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7456,liberal scientists developing method to make white people less resistant to non-white invasion #lol #swrm #whiterace,['Liberals are against the white race'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7457,liberal scientists developing method to make white people less resistant to non-white invasion #lol #swrm #whiterace,['Liberals want white people to die.'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7458,estonia : 1000 white nationalists protest against non-white invasion | more : via,['Non-whites are invaders.'],['non-whites'],[],en,implicit_hate_v1_stg3_posts
7459,estonia : 1000 white nationalists protest against non-white invasion | more : via,['Minorities push out whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7460,black lives matter  white lives don't ? sounds racist .,['Blacks hold a double standard against whites.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7461,black lives matter  white lives don't ? sounds racist .,['Black people are more important than white people.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7462,""" whites used to oppose dispossession . look at the book  """" the alien immigrant """" """" 1903 . blame cucks . """"""",['Immigrants want to displace natives'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7463,""" whites used to oppose dispossession . look at the book  """" the alien immigrant """" """" 1903 . blame cucks . """"""",['Male Conservatives are manipulative'],['Male Conservatives'],[],en,implicit_hate_v1_stg3_posts
7464,2016 white privilege conference : contextualizing jewish steered climate of anti-white terror,['Jewish people are anti-white'],['Jewish people'],[],en,implicit_hate_v1_stg3_posts
7465,2016 white privilege conference : contextualizing jewish steered climate of anti-white terror,['Jews are devious'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7466,russia is the new boogieman because they are financial threat pulling petrodollars away . immigration and white hate will be end of west .,['Immigrants are destroying white culture.'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7467,russia is the new boogieman because they are financial threat pulling petrodollars away . immigration and white hate will be end of west .,['Russians are bad.'],['Russians'],[],en,implicit_hate_v1_stg3_posts
7468,white killers live . black people don't . why is that difficult for you to get ?,['Blacks are substandard.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7469,white killers live . black people don't . why is that difficult for you to get ?,['White people are killers.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7470,white genocide in south africa : black witchdoctor found cooking white afrikaner via,['Black people are violent.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7471,white genocide in south africa : black witchdoctor found cooking white afrikaner via,['White genocide is happening in South Africa'],['White people'],[],en,implicit_hate_v1_stg3_posts
7472,they don't seem to understand western identity is white identity,['Minorities are inferior to whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7473,they don't seem to understand western identity is white identity,['non-white people are outsiders to western culture'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
7474,it doesn't have to be a conspiracy . it is one ethnic group that is a market dominant minority . it has a massive distorting effect on our culture and politics . but anyway  they are also tightly organized down to jewish orgs having an umbrella group,['Jews are power hungry'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7475,it doesn't have to be a conspiracy . it is one ethnic group that is a market dominant minority . it has a massive distorting effect on our culture and politics . but anyway  they are also tightly organized down to jewish orgs having an umbrella group,['Jews have their own organizations.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7476,final : white lives matter event page via,['White people are important.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7477,final : white lives matter event page via,['Minorities are defective races'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7478,austria is one of first to get smart about creeping islam . rest of europe should build more hospitals or deport !,['muslims are violent'],['muslims'],[],en,implicit_hate_v1_stg3_posts
7479,austria is one of first to get smart about creeping islam . rest of europe should build more hospitals or deport !,['Islamic people are trying to take over.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
7480,i have warned of sharia finance for years,['Muslims are threatening'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7481,a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,['Immigrants steal Americans jobs.'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7482,a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,['Hindus take jobs away from white people.'],['Hindus'],[],en,implicit_hate_v1_stg3_posts
7483,""" : new video : discusses  """" white privilege  """" """" the new frontier of white guilt : #privilege #tcot """"""",['White people are privileged.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7484,thousands of #amandablackburn cases are happening in every white nation and only white nations . #whitegenocide #tcot,['Minorities are killing off the white race.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7485,thousands of #amandablackburn cases are happening in every white nation and only white nations . #whitegenocide #tcot,['White people are dying in white nations.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7486,call them what they are - they are anti-white they want to turn every european / white country non-white  that's where all their policies lead to - they need to be on the defense for pushing genocide  you should be on offense,['Liberals want to destroy white culture'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7487,""" milo is gay & jew  """" ish """" """" . """"""",['Jews and gays are substandard people'],['Jews and gays'],[],en,implicit_hate_v1_stg3_posts
7488,: finns protest against increasing number of non-white invaders ),['Minority immigrants are taking over society'],['Minority immigrants'],[],en,implicit_hate_v1_stg3_posts
7489,: finns protest against increasing number of non-white invaders ),['Immigrants are invaders'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7490,disgusting how much these people hate america . they are ignorant of the magnitude of thi,['Hatred of America'],['Americans'],[],en,implicit_hate_v1_stg3_posts
7491,barbara spectre : muslim invasion into europe a good thing -,['Muslims are violent'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7492,barbara spectre : muslim invasion into europe a good thing -,['Muslims are invaders'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7493,nah  we are going to resurrect idea of nation for white people and their children . i'm,['Minorities are degrading society.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7494,nah  we are going to resurrect idea of nation for white people and their children . i'm,['White people are important.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7495,your attacks on true fascism are anti-white  hunter .,['whites are fascists'],['white'],[],en,implicit_hate_v1_stg3_posts
7496,your attacks on true fascism are anti-white  hunter .,['Black folks are racists'],['Black folks'],[],en,implicit_hate_v1_stg3_posts
7497,your attacks on true fascism are anti-white  hunter .,['People of color oppress white people'],['Non-white people'],[],en,implicit_hate_v1_stg3_posts
7498,good york #jews dismiss black on white #rape,['Black people are races.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7499,good york #jews dismiss black on white #rape,['Jews are dishonest'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7500,msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter,['anti-white racists'],['white folks'],[],en,implicit_hate_v1_stg3_posts
7501,msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter,['Jews manipulate others with money'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7502,no race can love itself as much as the white race can .,['White people love themselves.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7503,no race can love itself as much as the white race can .,['Minorities are substandard compared to whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7504,translation : blacks need welfare from whites .,['Blacks are incapable of self-governance'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7505,translation : blacks need welfare from whites .,['Black people are on welfare.'],['black people'],[],en,implicit_hate_v1_stg3_posts
7506,""" african  """" refugee """" """" was only here nine days before raping a woman | full story : """"""",['Immigrants are rapists'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7507,""" african  """" refugee """" """" was only here nine days before raping a woman | full story : """"""",['African refugees are rapists.'],['African refugees'],[],en,implicit_hate_v1_stg3_posts
7508,white people understand ... you are the immigrants ! ! ! #stupidpeople #blindtotruth,['Whites think they are better than others.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7509,white people understand ... you are the immigrants ! ! ! #stupidpeople #blindtotruth,['non-white people seek to replace white people'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
7510,which is why they want race mixing . what they don't realize is that race mixing will lead to white,['Minorities are trying to destroy white culture'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7511,sigh . i'm done . they are melenated people . stop trying to white wash them,['Minorities are substandard'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7512,: rt : the media is fake news . the splc and adl have no legitimacy . they hate white people and the south,['Journalists are dishonest'],['Journalists'],[],en,implicit_hate_v1_stg3_posts
7513,: rt : the media is fake news . the splc and adl have no legitimacy . they hate white people and the south,['Media hates white people.'],['media'],[],en,implicit_hate_v1_stg3_posts
7514,indigenous people don't realize if they want to live a comfortable capitalist nuclear family life  they must also support nazism .,['non-white people destroy families'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
7515,indigenous people don't realize if they want to live a comfortable capitalist nuclear family life  they must also support nazism .,['Immigrants are against family values.'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7516,cruz is the real outsider . palin is the real liberal . racist hollywood is run by white leftists of an otherwise indeterminate ethnicity .,['Liberals run Hollywood.'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7517,cruz is the real outsider . palin is the real liberal . racist hollywood is run by white leftists of an otherwise indeterminate ethnicity .,['Leftists control the media'],['Leftists'],[],en,implicit_hate_v1_stg3_posts
7518,jews are known for bravery . they could simply move to israel but instead they try to pass as white .,['Jews are jealous of whites'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7519,jews are known for bravery . they could simply move to israel but instead they try to pass as white .,['Jews are brave.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7520,""" rt  """" : new zealand : white faces will soon be a minority via """" """" """"""",['Immigrants are displacing white people'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7521,""" rt  """" : new zealand : white faces will soon be a minority via """" """" """"""",['Minorities are inferior.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7522,elin krantz : just another dead white liberal female via #tcot #p2,['white liberal women are disposable'],['white liberal women'],[],en,implicit_hate_v1_stg3_posts
7523,and yet a white man gets 15 years for putting bacon on a mosque for step ! thank god for white privilege,['Minorities hold whites to double standards'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7524,and yet a white man gets 15 years for putting bacon on a mosque for step ! thank god for white privilege,['White people are punished more harshly than others.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7525,""" rt every few years  the left invents a new - ism or - phobia  and it is adopted as  """" morality """" """" by #truconservatives """"""",['left accuses conservatives as being phobic'],['conservatives'],[],en,implicit_hate_v1_stg3_posts
7526,are you not happy you whites do not need welfare . change places .,"[""White people don't need welfare.""]",['white people'],[],en,implicit_hate_v1_stg3_posts
7527,are you not happy you whites do not need welfare . change places .,['Minorities mooch off the system.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7528,what if she's just human with flaws ? don't let #maga be only for white people .,['Right wing conservatives are prejudiced.'],['Right wing conservatives'],[],en,implicit_hate_v1_stg3_posts
7529,they hate us because the quran tells them specifically to hate us . to pretend they dont  but to hate us in their hearts . dont be an idiot,['muslims hate America'],['muslims'],[],en,implicit_hate_v1_stg3_posts
7530,they hate us because the quran tells them specifically to hate us . to pretend they dont  but to hate us in their hearts . dont be an idiot,['Muslims hate other races.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7531,: sharia law is barbaric,['Muslims are barbaric'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7532,: sharia law is barbaric,"[""Muslims are aren't civilized""]",['Muslims'],[],en,implicit_hate_v1_stg3_posts
7533,just looking at them one can see antifa recruits from the bottom of the barrel.they will be easy to dispose of later .,['Progressives turn on their own people.'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
7534,white civilization is superior than monkeys,['Minorities are primitive'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7535,white civilization is superior than monkeys,['White people are better than other racees.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7536,: learn from it  #liberals ~ elin krantz : just another dead white liberal female ...,['Liberals are inferior people'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
7537,get it now . these are not refugees  this is a planned invasion !,['Refugees want to take over.'],['Refugees'],[],en,implicit_hate_v1_stg3_posts
7538,get it now . these are not refugees  this is a planned invasion !,['refugees are dangerous to the country'],['refugees'],[],en,implicit_hate_v1_stg3_posts
7539,find a white wife . be a red-piller  not an oil-driller .,['Minorities are low class people.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7540,find a white wife . be a red-piller  not an oil-driller .,['White folks are oil-drillers'],['White folks'],[],en,implicit_hate_v1_stg3_posts
7541,find a white wife . be a red-piller  not an oil-driller .,['People of color are inferior'],['POC'],[],en,implicit_hate_v1_stg3_posts
7542,: rt : jared taylor on the white man's disease : pathological altruism . #race #tpot #tcot,['White people cause diseases.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7543,: rt : jared taylor on the white man's disease : pathological altruism . #race #tpot #tcot,['Minorities are second class.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7544,when islam enters new territories  its purpose is to destroy . #stopislam #,['Islam followers want to destroy other civilizations'],['Islam followers'],[],en,implicit_hate_v1_stg3_posts
7545,when islam enters new territories  its purpose is to destroy . #stopislam #,['Islamic people are dangerous.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
7546,white power forever  white people rules forever and the whites will rule againall hail the aryans / whiteshail and so on ( others ),['minorities are inferior'],['minorities'],[],en,implicit_hate_v1_stg3_posts
7547,white power forever  white people rules forever and the whites will rule againall hail the aryans / whiteshail and so on ( others ),['People of color are inferior to white people'],['People of color'],[],en,implicit_hate_v1_stg3_posts
7548,"""  """" become who we are """" """" : really lame white guys who want to feel special . """"""",['Whites are weak and feeble.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7549,so is mass non-white immigration to the west in the minds of jews,['Jews are devious'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7550,makes me wonder if i will be called racist for calling him a a muslim .. even though he is white ..,['Muslims all look the same'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7551,makes me wonder if i will be called racist for calling him a a muslim .. even though he is white ..,['Muslims are dishonest'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7552,his muslim faith requires him to subjugate you or kill you,['Muslims are violent'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7553,his muslim faith requires him to subjugate you or kill you,['Muslims are killers.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7554,""" #jcot #tcot #jihad secular egyptian democracy lovers shouted  """" jew ! jew ! """" """" during their brutal ... via """"""",['Progressive Egyptians are barbarous'],['Progressive Egyptians'],[],en,implicit_hate_v1_stg3_posts
7555,""" #jcot #tcot #jihad secular egyptian democracy lovers shouted  """" jew ! jew ! """" """" during their brutal ... via """"""",['Muslims are religious fanatics'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7556,black-white violence is one-sided  yet media trumpet blm myths . reality : anti-white hatred  no-go zones for whites . #blmkidnapping,['anti-white hatred from BLM'],['whites'],[],en,implicit_hate_v1_stg3_posts
7557,black-white violence is one-sided  yet media trumpet blm myths . reality : anti-white hatred  no-go zones for whites . #blmkidnapping,['Blacks commit most of the aggression against whites.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7558,they might be human beings  but they ain't pure white .,['Minorities are subpar human beings.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7559,: hunt for white women : black racist serial killer confesses to 41 murders,['Black people are violent'],['Black people'],[],en,implicit_hate_v1_stg3_posts
7560,: hunt for white women : black racist serial killer confesses to 41 murders,['Black people kill white women'],['Black People'],[],en,implicit_hate_v1_stg3_posts
7561,: muslims don't want to assimilate - rathe,"[""Muslims don't want to be involved with non-Muslims""]",['Muslims'],[],en,implicit_hate_v1_stg3_posts
7562,: america is ours - we created it . usa was founded by white nationalists . the rest of you are just,['Only white nationalists belong in the US'],['White nationalists'],[],en,implicit_hate_v1_stg3_posts
7563,: america is ours - we created it . usa was founded by white nationalists . the rest of you are just,['America belongs to white nationalists.'],['white nationalists'],[],en,implicit_hate_v1_stg3_posts
7564,and in the process inciting anti-white violence - splc is an anti-white hate group,['SPLC hates white people.'],['SPLC'],[],en,implicit_hate_v1_stg3_posts
7565,and in the process inciting anti-white violence - splc is an anti-white hate group,['Progressives foster hatred of whites'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
7566,2 ) srinivas kuchibhotla  alok madasani . i believe that is more victims of white supremacy than isis in,['They have more victims than isis.'],['whit supremacists.'],[],en,implicit_hate_v1_stg3_posts
7567,they simply need to enforce the border laws & reverse anti-white / anti-family propaganda . spencer's opinion is not realistic .,['pro white'],['white folks'],[],en,implicit_hate_v1_stg3_posts
7568,they simply need to enforce the border laws & reverse anti-white / anti-family propaganda . spencer's opinion is not realistic .,['Immigrants degrade society'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7569,that vulnerability : the genetic recessiveness of the white race !,['White people are vulnerable.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7570,that vulnerability : the genetic recessiveness of the white race !,['Whites are genetically weak'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7571,the % in those tables is % of crime  not % of racial demographic . the jew is a non-factor re : violent crime ... financial crimes however ...,['Jews commit financial fraud'],['Jews'],[],en,implicit_hate_v1_stg3_posts
7572,every positive global development in the past 1000 + years has been introduced by whites . that is not accidental .,['Minorities are unskilled'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7573,because it's totally out of the question for a muslim to kill white christians  right ?,['Muslims are violent'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7574,because it's totally out of the question for a muslim to kill white christians  right ?,['Muslims hate white Christians.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7575,your civility in your posts is inspiring . geller is racist ? what race is jihad terror agnst innocent civilians ?,['Muslims kill innocent people'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7576,your civility in your posts is inspiring . geller is racist ? what race is jihad terror agnst innocent civilians ?,['Muslims are terrorists.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7577,"""  """" white supremacists """" """" aka those who refused to buy your misogynistic failed rap album ? or jews ? differentiate dindu . differentiate . """"""",['Blacks hate women.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
7578,"""  """" white supremacists """" """" aka those who refused to buy your misogynistic failed rap album ? or jews ? differentiate dindu . differentiate . """"""",['White people support other races.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7579,and i explain why i called you a suspect a white supremacist you're literally retweeting and following people who promote theories that say whites are genetically superior than blacks on average via iq so you're definitely a suspect white supremacist,['White people think they are better than blacks.'],['white people'],[],en,implicit_hate_v1_stg3_posts
7580,and i explain why i called you a suspect a white supremacist you're literally retweeting and following people who promote theories that say whites are genetically superior than blacks on average via iq so you're definitely a suspect white supremacist,['Whites are racists'],['Whites'],[],en,implicit_hate_v1_stg3_posts
7581,muslims voting against hindu candidates in india is regarded as secular  hindus voting for hindu candidates considered communal .,['Hindus are hypocrites'],['Hindus'],[],en,implicit_hate_v1_stg3_posts
7582,muslims voting against hindu candidates in india is regarded as secular  hindus voting for hindu candidates considered communal .,"[""Muslims don't like Hindus.""]",['Muslims'],[],en,implicit_hate_v1_stg3_posts
7583,this is the future for minority whitey in america . kate steinle and justine murdered in the streets by token diversity minorities that should have never been here in the first place . being a white minority sure does sound like fun .,['Whites are minorities.'],['whites'],[],en,implicit_hate_v1_stg3_posts
7584,this is the future for minority whitey in america . kate steinle and justine murdered in the streets by token diversity minorities that should have never been here in the first place . being a white minority sure does sound like fun .,['Minorities are savage killers.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7585,white guilt is over .,"[""White people aren't sorry.""]",['white people'],[],en,implicit_hate_v1_stg3_posts
7586,white guilt is over .,['non-white people are abusive'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
7587,you are right  white people are very good  how they gave almost all banking to a small group is amusing,['white people are greedy'],['white people'],[],en,implicit_hate_v1_stg3_posts
7588,you are right  white people are very good  how they gave almost all banking to a small group is amusing,['White people help other white people only'],['White people'],[],en,implicit_hate_v1_stg3_posts
7589,this is great news ! i still want the wall built and mass immigration ended .,['Immigrants should stay out of America'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
7590,this is great news ! i still want the wall built and mass immigration ended .,['immigrants are unwanted'],['immigrants'],[],en,implicit_hate_v1_stg3_posts
7591,video : muslim speaker in canada calls for full implementation of islam  says migrant influx helps build caliphate,['Muslims want to colonize'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7592,video : muslim speaker in canada calls for full implementation of islam  says migrant influx helps build caliphate,['Muslims want to migrate.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
7593,racist bubble ? you mean one where we're constantly exposed to anti-white rhetoric ? give me a break .,['Minorities are racists against whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
7594,she's another low iq hollywood liberal . islam is submission and btw if they ran america,['Liberals are stupid.'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
