id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
524,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici",Cmq lei può continuare a fare tutto quello che vuole. Per me può anche addormentarsi nuda di notte al parco oppure spaccarsi di droga e alcol in mezzo a sconosciuti seminudi e alticci. Gli stupratori in galera e lei in terapia per anni. Affari suoi.,,"mocking, victim blaming",Per me può anche addormentarsi nuda di notte al parco oppure spaccarsi di droga e alcol in mezzo a sconosciuti seminudi e alticci.,Cmq lei può continuare a fare tutto quello che vuole. Per me può anche addormentarsi nuda di notte al parco oppure spaccarsi di droga e alcol in mezzo a sconosciuti seminudi e alticci. Gli stupratori in galera e lei in terapia per anni. Affari suoi.,,
525,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici",Da quello che mi ha risposto è chiaro che lei non ha una buona capacità di comprensione. Tipico di chi non sa ascoltare e che è talmente intrisa di ideologia che preferisce confutare le opinioni degli altri con il solito benaltrismo odioso. Aggiungo. Non c'è nessuna emergenza violenza sulle donne. I numeri parlano chiaro. Paesi piú evoluti come quelli scandinavi in proporzione hanno un numero di femminicidi molto superiore. E adesso me lo spieghi lei il motivo. Maschilismo e patriarcato anche lì? Attendo con ansia.,,,,,,
526,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici","Mi stavo chiedendo la stessa cosa. Ma la legge è chiara: uno sposo che ,durante il pranzo di nozze,dà un bacio appassionato alla sposina un po' brilla,in caso di litigio,entro 12 mesi potrebbe essere querelato,e condannato per violenza sessuale.",,,,,,
527,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici","""ciao mamma si vado ad una festa tra amici, cioè non lo so io li chiamo amici ma in realtà li ho conosciuti l'altra sera in un locale per scambisti in cui ci sniffavamo la colla tutti abbracciati a vicenda, si si mamma gente per bene no non ho idea di che tipi siano, si tranquilla non succede niente""... secondo me fate un po' presto a cercare nuovi amici vah",,"victim blaming, stereotype generalization","ciao mamma si vado ad una festa tra amici, cioè non lo so io li chiamo amici ma in realtà li ho conosciuti l'altra sera in un locale per scambisti in cui ci sniffavamo la colla tutti abbracciati a vicenda, si si mamma gente per bene no non ho idea di che tipi siano, si tranquilla non succede niente... secondo me fate un po' presto a cercare nuovi amici vah","ci sniffavamo la colla tutti abbracciati a vicenda, si si mamma gente per bene no non ho idea di che tipi siano",,
528,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici","Ti hanno fatto bere,o hai bevuto???",,,,,,
529,La Repubblica,"“Mi hanno fatto bere fino a stordirmi, poi in quattro mi hanno violentata”: 17enne denuncia lo stupro a una festa tra amici",A 17 anni nessuno ti obbliga a bere sino a stordirti.,,,,,,
530,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Di positivo c’è che non si riprodurranno.,,,,,,
531,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Due uomini,,beauty standard expectations,Due uomini,,,
532,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Basta una leccata ed è subito amore,,sexual objectification,Basta una leccata ed è subito amore,,,
533,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto","Figuratevi se poteva essere così ""convenzionale"" da avere un amore etero.",,conservative limiting,"Figuratevi se poteva essere così ""convenzionale"" da avere un amore etero.",,,
534,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Ma la normalità non è più di moda?,,"mocking, conservative limiting",Ma la normalità non è più di moda?,Ma la normalità non è più di moda?,,
535,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Si bomba una fotomodella!!! Massimo rispetto per Viky!!! Abbiamo una passione in comune,,,,,,
536,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto","LA SAGRA DELLE VERDURE CONTINUA, ORMAI LA TERRA STA DIVENTANDO UN ORTO BOTTTTTANICO",,,,,,
537,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto","Anti social, passione x l'uncinetto wow. No davvero. Come mia nonna in pratica con l'unica differenza che mia nonna ha lavorato tutta la vita.",,,,,,
538,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Mo si innamorava se la strimpellatrice stava a pulire cessi alla metro di roma,,,,,,
539,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto","Come si chiamavano quelle due cantanti (beh, cantanti...) russe a cui avevano detto di fingersi lesbiche perché c'era da farci un sacco di soldi? Ecco.",,,,,,
540,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",La giardiniera mista va di moda. Oggi la normalità fa scandalo.,,"mocking, conservative limiting",Oggi la normalità fa scandalo.,Oggi la normalità fa scandalo.,,
541,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Te piace la vongola…,,,,,,
542,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Quindi non gli piace il bastone a Victoria?,,,,,,
543,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Proprio un bel ragazzo !,,,,,,
544,La società femminista,"Il bispensiero orwelliano ormai ha raggiunto il suo apice; la femmina è più forte, più intelligente, multitasking, più sensibile, più empatica, portatrice di insuperabili capacità di percezione (il famoso sesto senso femminile), eppure all'occorrenza diventa una bimba ingenua, a cui deve essere insegnato a capire se stia o meno subendo violenza (perché da sola non ci arriva, poverina), a cui deve essere dato un ""reddito di libertà"" altrimenti rimane a prendere le botte per non perdere il sostentamento dell'uomo, che è incapace di esprimere un consenso dopo 1 bicchiere di vino, mentre all'uomo è richiesto sempre, indipendentemente dal livello alcolico, di analizzare la situazione e valutare lo stato mentale e psicologico della femmina.","Il bispensiero orwelliano ormai ha raggiunto il suo apice; la femmina è più forte, più intelligente, multitasking, più sensibile, più empatica, portatrice di insuperabili capacità di percezione (il famoso sesto senso femminile), eppure all'occorrenza diventa una bimba ingenua, a cui deve essere insegnato a capire se stia o meno subendo violenza (perché da sola non ci arriva, poverina), a cui deve essere dato un ""reddito di libertà"" altrimenti rimane a prendere le botte per non perdere il sostentamento dell'uomo, che è incapace di esprimere un consenso dopo 1 bicchiere di vino, mentre all'uomo è richiesto sempre, indipendentemente dal livello alcolico, di analizzare la situazione e valutare lo stato mentale e psicologico della femmina.",,,,,,
545,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Povera Italia fatta di gay e lesbiche vogliamo veri uomini e vere donne,,,,,,
546,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",notizione dei ns pseudo giornalisti...ma chi se ne frega! se lui la tr.....bene non succedeva :),,,,,,
547,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Talmente discreta che è sempre mezza nuda,,,,,,
548,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Sicuro che sia Luna ... sembra più Luno !,,,,,,
549,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Quanto spreco.,,mocking,Quanto spreco.,,,
550,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Basiliana con sorpresa sotto per un brivido maggiore ??!!!,,,,,,
551,La Repubblica,"Luna Passos, chi è il nuovo amore di Victoria dei Måneskin: la modella anti-social con la passione dell'uncinetto",Okkio con le brasiliane.hanno lati nascosti,,stereotype generalization,Okkio con le brasiliane.hanno lati nascosti,,,
552,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",Avrà portato una pizza ad un'amica e avrà fatto la storia su Instagram dicendo di essere una rider,,stereotype generalization,Avrà portato una pizza ad un'amica e avrà fatto la storia su Instagram dicendo di essere una rider,,,
553,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",Se vai porta con te la mamma,,,,,,
554,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""","E che non prenda esempio da sua madre. Se vuole far carriera, non usi il suo corpo per poi denunciare chi, a detta de lei, se ne è approfittato. A loro, nel 99,9%, basta il cognome",,,,,,
555,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",ma perché fare dei provini in una camera da letto non si pensa di finire sotto le lenzuola? Ma pensa davvero che sia stata violentata? Allora non sa proprio cosa vuol dire violenza sessuale,,"victim blaming, conservative limiting",Ma pensa davvero che sia stata violentata? Allora non sa proprio cosa vuol dire violenza sessuale,ma perché fare dei provini in una camera da letto non si pensa di finire sotto le lenzuola?,,
556,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",DICONO TUTTE COSÌ … ;),,mocking,DICONO TUTTE COSÌ … ;),,,
557,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",Onlyfans anyone? 😎,,,,,,
558,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",Di madre in figlia..,,,,,,
559,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",SUONA PURE LA TROMBA? ,,,,,,
560,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",Ciò mi fa ricordare la meravigliosa canzone di De André la città vecchia.Vecchio professore cosa vai cercando,,,,,,
,,,In quel portone,,,,,,
,,,Forse quella che sola ti può dare,,,,,,
,,,Una lezione,,,,,,
,,,Quella che di giorno chiami con disprezzo,,,,,,
,,,Pubblica moglie,,,,,,
,,,Quella che di notte stabilisce il prezzo,,,,,,
,,,Alle tue voglie,,,,,,
561,La Repubblica,"Anna Lou Castoldi, la figlia di Asia Argento e Morgan: ""Vivo con la mia ragazza e per mantenermi faccio un po' di tutto""",..può sempre tra 20 denunciare qualcuno x molestie...clichè collaudato...,,,,,,
562,La Repubblica,"Anna Lou Castoldi in 'Baby 3': ""Sono figlia di Morgan e Asia Argento, ma giudicatemi per quello che faccio""",Chiama un parrucchiere,,mocking,Chiama un parrucchiere,,,
563,La Repubblica,"Anna Lou Castoldi in 'Baby 3': ""Sono figlia di Morgan e Asia Argento, ma giudicatemi per quello che faccio""","Dalla foto, l’hanno assunta per la bellezza moderna e non convenzionale, le protagoniste erano le solite strafighe che hanno annoiato, oggi vanno le armene coi baffi e quelle che si tagliano i capelli da sole",,"sexual objectification, beauty standard expectations",erano le solite strafighe che hanno annoiato,oggi vanno le armene coi baffi e quelle che si tagliano i capelli da sole,,
564,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Eri bellissima avresti dovuto lasciato perdere tanto l'uomo da sposare l.ho avevi .,,men-dominated power structure,tanto l'uomo da sposare l.ho avevi .,,,
565,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Operazione al seno per estetica scommetto...sappiamo tutti che sono interventi a rischio ...se uno nn si accetta per come madre natura l'ha creata e si sottopone a interventi inutili nn diamo sempre la colpa alle strutture o ai medici...siamo noi che mettiamo a rischio la nostra vita inutilmente...,,,,,,
566,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Mi dispiace tantissimo ma perché cambiare le cose naturale,,,,,,
567,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",In primis condoglianze.,,,,,,
,,,Ma forse il Padre doveva fermare tutto prima e spiegargli che la semplicità rimane la vera bellezza femminile,,,,,,
568,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Era una bellissima ragazza..ma perché andare a fare sta cosa..,,,,,,
569,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Era bella non aveva bisogno... Ma se a 21 anni vai avanti a rifarti a 50 che fai?..,,,,,,
570,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Se era sana perche' doveva fare questa cosa; fare delle cose fuori natura non porta a cose positive: comunue quanto dolore ai genitori. Che strazio x chi resta!!!!!!!!,,,,,,
571,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","A 21 anni si rifa' il seno........Io se fossi nel padre mi farei qualche domanda....Dove abbia sbagliato nell educazipne della figlia, che valori gli ha trasmesso, se gliene ha trasmesso...PUNTO!",,,,,,
572,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","ma perchè ,era bellissima cosa le serviva un seno piu grande",,,,,,
573,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Ma la volete capire che riempirvi di plastica vi rende brutte e inespressive? ,,,,,,
574,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Il futuro se lo tolgono da soli, perche' vogliono essere tutte rifatte mi dispiace per i genitori perdere una figlia solo per apparire.",,,,,,
575,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Sta mania della chirurgia fatta per capriccio,,,,,,
576,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Ma perchè non vi accettate come madre natura vi ha fatto ? Non ne conosco una che rifatta mi piaccia , si vede da 100 miglia , che sono artefatte .",,"beauty standard expectations, conservative limiting",Ma perchè non vi accettate come madre natura vi ha fatto ? Non ne conosco una che rifatta mi piaccia ,"Non ne conosco una che rifatta mi piaccia , si vede da 100 miglia , che sono artefatte .",,
577,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Caro papá, non era sana, aveva seri problemi psicologici, punto! ",,derogatory and belittling,"Caro papá, non era sana, aveva seri problemi psicologici, punto!",,,
578,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Se le cercano,,victim blaming,Se le cercano,,,
579,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Aveva già di x sé un bel seno,a ke servivano due taglie in più?? Era bellissima",,,,,,
580,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",bho.. a volte a voi chi vi capisce.. semza parlare che un seno rifatto è orrendo..,,,,,,
581,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",ragazze giorno d oggi xapparire più belle arrivano sottoporsi a questi interventi rischiosi e colpa d società vuole tutto e tutti perfettini,,,,,,
582,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","è inutile che a volte sviamo..Sappiamo bene il motivo perché fanno queste cose,e cioè perché credono di essere più attraenti e provocare di più. Questa è la verità. E lo sapete pure voi donne cbe lo fanno per quello. Solo che la maggior parte non lo ammette,specialmente quelle che non ne hanno bisogno.",,,,,,
583,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",cosa non si fa per un like in più su Instagram...,,stereotype generalization,cosa non si fa per un like in più su Instagram...,,,
584,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Era sana? Aveva bisogno del psicologo non del chirurgo estetico!,,"beauty standard expectations, mocking",Aveva bisogno del psicologo non del chirurgo estetico!,Era sana? Aveva bisogno del psicologo non del chirurgo estetico!,,
585,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Se l'è tolto da sola il futuro... hai già un bel seno ed è una follia rifarselo.,,beauty standard expectations,Se l'è tolto da sola il futuro... hai già un bel seno ed è una follia rifarselo.,,,
586,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Gli interventi anche i più banali hanno sempre una percentuale di rischio. Perché una ragazza carina e sana si espone così?,,,,,,
587,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Inaccettabile!!!,,,,,,
,,,"Inaccettabile che una ragazza a soli 20 anni decida di ricorrere alla chirurgia estetica , Inaccettabile che il medico sottovaluti il suo malessere , rimandando la ragazza a casa , Inaccettabile, morire a 20 anni per il gusto di avere sempre più consensi , nel maledetto mondo virtuale dei social",,,,,,
588,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Discepole di diletta,,,,,,
589,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Tu padre,non hai nessuna colpa della morte di tua figlia,era già bella Dovevi impedire questa operazione",,,,,,
590,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Behhh se si teneva il gia bel seno che aveva probabilmwnte non capitava questa disgrazia... Pero oggi per apparire e stupire ci si sottopone alle piu stupide alterazioni del corpo.. Fonte di stupide manie fatte per farsi notare o ammirare. Il corpo naturale e sempre il. Piu bello.,,,,,,
591,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Era giovane,sana, bella,piena di vita...ma perché è andata a rifarsi? A 20 anni si ha tempo per crescere e il seno aumenta con le gravidanze... questo messaggio deve passare, soprattutto i chirurghi plastici... devono divulgarlo...povera ragazza! Poveri genitori...ma perché nessuno l'ha fermata? Sconsigliata? Il corpo non è un vestito che si può tagliare e cucire a piacimento...",,,,,,
592,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Povera di qua e di là al giorno d'oggi le ragazze pensano solo al lato estetico e magari lavorare in tv invece di cercarsi un lavoro giornaliero,,,,,,
593,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","A 21 anni era già tutta rifatta : labbra , naso , seni …. ogni volta una anestesia e ogni volta rischi ….",,"beauty standard expectations, conservative limiting","A 21 anni era già tutta rifatta : labbra , naso , seni, ogni volta una anestesia e ogni volta rischi","A 21 anni era già tutta rifatta : labbra , naso , seni, ogni volta una anestesia e ogni volta rischi",,
594,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",che poi da donna non ho mai capito che soddisfazione c'è nel sentirsi dire quanto sei bella se sei tutta rifatta...,,,,,,
595,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Può solo dispiacere una disgrazia così che tra l'altro ha colpito una giovanissima. Appunto perché giovanissima, comunque c'è da chiedersi perché questo intervento? Dalle foto ora pubblicate in giro, non era totalmente senza seno, anzi. Infatti ci sono dei problemi ormonali, che causano l'assenza delle mammelle nelle donne e qui si può capire la necessità di mettersi due protesi. Però se ""per avere più seno"" e già c'era, richiedo il perché!? ",,beauty standard expectations,"Può solo dispiacere una disgrazia così che tra l'altro ha colpito una giovanissima. Appunto perché giovanissima, comunque c'è da chiedersi perché questo intervento? Dalle foto ora pubblicate in giro, non era totalmente senza seno, anzi. Infatti ci sono dei problemi ormonali, che causano l'assenza delle mammelle nelle donne e qui si può capire la necessità di mettersi due protesi. Però se ""per avere più seno"" e già c'era, richiedo il perché!?",,,
596,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Una ragazza sana non si riempie di plastica, quindi smettiamola cercare la perfezione",,"derogatory and belittling, conservative limiting, stereotype generalization, beauty standard expectations","Una ragazza sana non si riempie di plastica, quindi smettiamola cercare la perfezione"," Una ragazza sana non si riempie di plastica,"," Una ragazza sana non si riempie di plastica,"," Una ragazza sana non si riempie di plastica,"
597,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",L'apoteosi della superficialità. Che serva d'esempio,,victim blaming,Che serva d'esempio,,,
598,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»","Fuori dai denti : sei una bella ragazza, con un lavoro, un uomo che ti ama ...perché devi volerti trasformare in una bambola di gomma ? Già quelle labbra da papera facevano...ops. le menti son malate ...Chiaro che, per una sorta di "" pietas"" per chiunque ,...rip",,,,,,
599,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Sì vanno a cacciare nei guai e ora vorrebbero farla pagare ad un povero chirurgo,,,,,,
600,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",Il cervello doveva operare!,,,,,,
601,Il Messaggero,"Alessia Neboso morta dopo l'operazione al seno, il padre: «Era sana e in perfetta forma, le hanno tolto il futuro»",UN ALTRA SOCIAL GIRLS? DOVEVA OSARE LE SUE FOTINE SOCIAL AHHH OKK,,,,,,
602,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Dovresti passare 2 ore co me,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
603,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Secondo me li spaventi perché hai il pirulo,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
604,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ","Grande collezionatrice di banane nere ,bianche ,gialle ,",,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
605,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",L'hai data a dx e a manca....a 40 anni puoi anche scegliere!,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
606,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Il problema è che più che gli uomini a tutte queste specie di donne gli piacciono i C/C degli uomini... nient'altro.!,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
607,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Sei stanca a furia di .....,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
608,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Ma con tutti i soldi che ha un paio di orecchini con perle vere poteva anche comprarseli !,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
609,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Ora gli uomini cominciano a scappare il tanfo di baccalà avariato comincia a sentirsi,,derogatory and belittling,il tanfo di baccalà avariato comincia a sentirsi,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
610,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Sei accomodante solo con chi ha il portafoglio gonfio..,,"conservative limiting, stereotype generalization",Sei accomodante solo con chi ha il portafoglio gonfio..,Sei accomodante solo con chi ha il portafoglio gonfio..,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
611,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Detto da quella che voleva sposare Clooney fa compassione,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
612,Il Messaggero,"Tanti auguri a Elisabetta Canalis, che oggi compie 45 anni! ",Non sei mai stata attrice modella ma solo una nullafacente. Pensa a fare la mamma. Sono stanca  di sentire la propaganda del the non se ne può più,,,,,,
,,"Showgirl, modella e attrice, Canalis ha recentemente chiuso il suo matrimonio con il medico americano Brian Perri, dopo 9 anni di matrimonio e una figlia.",,,,,,,
613,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Se servisse per avere un po’ di notorietà in più smetterebbe anche di respirare …,,"derogatory and belittling, mocking, stereotype generalization",Se servisse per avere un po’ di notorietà in più smetterebbe anche di respirare,Se servisse per avere un po’ di notorietà in più smetterebbe anche di respirare,Se servisse per avere un po’ di notorietà in più smetterebbe anche di respirare,
614,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Questa sta ancora in Italia? Ma non doveva andare all'estero? O non la vuole nessuno?,,,,,,
